id,label,word_count,sentence_count,avg_sentence_len,avg_word_len,type_token_ratio,noun_count,verb_count,adj_count,adv_count,noun_ratio,verb_ratio,nominal_lemma_count,nominal_lemma_ratio,nominal_suffix_count,top_collocation,top_collocation_pmi
human_237,0,72,3,24.0,4.24,0.7778,23,10,1,7,0.3194,0.1389,0,0.0,5,,0.0
ai_238,1,266,12,22.17,5.13,0.5226,75,33,29,13,0.282,0.1241,1,0.0133,15,,0.0
ai_239,1,124,4,31.0,4.84,0.4516,41,9,11,3,0.3306,0.0726,0,0.0,6,,0.0
ai_240,1,205,9,22.78,4.85,0.3951,67,14,25,9,0.3268,0.0683,1,0.0149,5,a company,4.686534857039397
ai_241,1,223,10,22.3,4.94,0.417,52,25,22,7,0.2332,0.1121,3,0.0577,13,,0.0
human_242,0,324,10,32.4,4.22,0.5247,58,49,27,23,0.179,0.1512,1,0.0172,4,,0.0
ai_243,1,194,11,17.64,3.97,0.4639,39,20,20,14,0.201,0.1031,0,0.0,5,the car,2.7004780514976563
ai_244,1,224,9,24.89,4.09,0.3929,54,25,25,11,0.2411,0.1116,8,0.1481,6,trade in,4.2288474434737475
human_245,0,152,8,19.0,4.55,0.5987,43,20,13,4,0.2829,0.1316,0,0.0,5,credit card,4.672487786840936
ai_246,1,263,13,20.23,4.74,0.4753,75,43,17,10,0.2852,0.1635,1,0.0133,12,credit card,5.044414977047154
human_247,0,115,7,16.43,5.2,0.7043,34,14,9,4,0.2957,0.1217,0,0.0,5,,0.0
ai_248,1,151,5,30.2,4.68,0.5629,42,20,11,4,0.2781,0.1325,1,0.0238,5,,0.0
human_249,0,69,3,23.0,4.57,0.7246,16,10,6,2,0.2319,0.1449,0,0.0,2,,0.0
ai_250,1,191,9,21.22,4.47,0.5131,62,23,12,5,0.3246,0.1204,0,0.0,10,,0.0
human_251,0,223,7,31.86,4.63,0.5785,61,27,16,8,0.2735,0.1211,0,0.0,10,,0.0
ai_252,1,211,7,30.14,4.69,0.4834,50,29,12,14,0.237,0.1374,0,0.0,5,,0.0
human_253,0,528,17,31.06,4.06,0.4545,113,70,26,39,0.214,0.1326,5,0.0442,13,the market,3.2922415849162237
ai_254,1,211,10,21.1,4.42,0.5403,44,27,20,12,0.2085,0.128,0,0.0,3,,0.0
human_255,0,151,8,18.88,4.1,0.6358,33,16,13,14,0.2185,0.106,0,0.0,3,,0.0
ai_256,1,263,12,21.92,4.86,0.5285,63,52,22,6,0.2395,0.1977,2,0.0317,7,,0.0
human_257,0,221,9,24.56,4.36,0.6018,49,33,20,9,0.2217,0.1493,0,0.0,8,,0.0
ai_258,1,252,9,28.0,4.32,0.4127,59,36,17,8,0.2341,0.1429,10,0.1695,6,rent out,4.8130912916067485
human_259,0,164,6,27.33,4.66,0.6402,42,14,23,9,0.2561,0.0854,0,0.0,1,,0.0
ai_260,1,256,9,28.44,4.87,0.4531,79,31,21,9,0.3086,0.1211,1,0.0127,7,to pay,4.420684062419986
human_261,0,65,3,21.67,4.42,0.7077,9,11,5,4,0.1385,0.1692,0,0.0,0,,0.0
ai_262,1,241,8,30.12,4.2,0.3485,64,29,20,7,0.2656,0.1203,0,0.0,4,initial amount,4.918888076851404
ai_263,1,259,10,25.9,4.76,0.5097,77,32,34,8,0.2973,0.1236,2,0.026,5,,0.0
human_264,0,245,8,30.62,4.36,0.5959,51,35,16,12,0.2082,0.1429,0,0.0,7,,0.0
ai_265,1,229,8,28.62,5.05,0.4498,49,26,36,10,0.214,0.1135,0,0.0,10,wire transfer,4.997520655474196
human_266,0,361,17,21.24,4.38,0.4654,94,55,19,7,0.2604,0.1524,0,0.0,7,,0.0
ai_267,1,217,8,27.12,4.89,0.4562,53,24,24,8,0.2442,0.1106,4,0.0755,13,,0.0
ai_268,1,212,9,23.56,4.83,0.4953,61,24,23,9,0.2877,0.1132,0,0.0,15,,0.0
human_269,0,180,9,20.0,4.6,0.6111,52,21,10,13,0.2889,0.1167,2,0.0385,10,,0.0
ai_270,1,277,12,23.08,5.34,0.4116,96,29,13,5,0.3466,0.1047,8,0.0833,24,settlement period,5.533997374599052
human_271,0,111,6,18.5,4.22,0.7207,25,15,9,11,0.2252,0.1351,0,0.0,4,,0.0
ai_272,1,198,6,33.0,4.69,0.4697,48,28,11,6,0.2424,0.1414,4,0.0833,10,,0.0
ai_273,1,233,8,29.12,5.54,0.4464,56,36,29,5,0.2403,0.1545,5,0.0893,8,financial institutions,3.8000019662895905
human_274,0,178,12,14.83,3.93,0.6348,40,24,9,7,0.2247,0.1348,0,0.0,6,,0.0
ai_275,1,265,14,18.93,4.86,0.5132,80,36,16,8,0.3019,0.1358,0,0.0,11,,0.0
ai_276,1,209,10,20.9,5.0,0.5407,71,23,15,5,0.3397,0.11,0,0.0,16,,0.0
human_277,0,84,6,14.0,4.43,0.6905,21,11,5,6,0.25,0.131,0,0.0,3,,0.0
ai_278,1,237,8,29.62,5.91,0.5401,90,33,21,6,0.3797,0.1392,1,0.0111,20,library for,4.194403730293584
ai_279,1,366,21,17.43,5.2,0.4372,102,70,32,6,0.2787,0.1913,5,0.049,21,your algorithm,4.934684522079549
human_280,0,59,7,8.43,5.39,0.8136,9,13,5,1,0.1525,0.2203,0,0.0,0,,0.0
ai_281,1,207,10,20.7,5.26,0.5169,63,32,24,4,0.3043,0.1546,1,0.0159,13,,0.0
ai_282,1,197,10,19.7,5.27,0.5431,51,36,24,5,0.2589,0.1827,0,0.0,8,investing techniques,5.307465699910182
ai_283,1,124,7,17.71,4.26,0.5484,39,14,14,3,0.3145,0.1129,0,0.0,3,real time,4.643950020547148
ai_284,1,163,8,20.38,4.63,0.5706,60,13,17,3,0.3681,0.0798,0,0.0,4,,0.0
ai_285,1,164,7,23.43,4.43,0.4756,63,14,10,3,0.3841,0.0854,0,0.0,9,coca cola,5.044447760117728
human_286,0,187,10,18.7,4.21,0.5936,44,27,9,15,0.2353,0.1444,1,0.0227,10,,0.0
ai_287,1,269,11,24.45,4.22,0.4535,62,31,36,6,0.2305,0.1152,2,0.0323,14,an electric,5.269480612597872
ai_288,1,95,4,23.75,4.39,0.5789,26,8,6,5,0.2737,0.0842,0,0.0,4,,0.0
human_289,0,90,4,22.5,4.47,0.6556,19,11,4,7,0.2111,0.1222,0,0.0,6,,0.0
ai_290,1,145,6,24.17,4.39,0.4966,42,18,9,2,0.2897,0.1241,0,0.0,5,,0.0
human_291,0,92,5,18.4,4.61,0.7065,25,10,10,4,0.2717,0.1087,0,0.0,6,,0.0
ai_292,1,241,9,26.78,4.81,0.444,86,17,22,4,0.3568,0.0705,0,0.0,20,the account,3.42703498052173
human_293,0,54,4,13.5,4.43,0.6852,22,4,6,1,0.4074,0.0741,0,0.0,3,,0.0
ai_294,1,170,5,34.0,4.33,0.4412,47,18,16,9,0.2765,0.1059,0,0.0,5,the stock,2.7398305308805817
human_295,0,331,21,15.76,4.18,0.5196,57,50,17,20,0.1722,0.1511,3,0.0526,5,,0.0
ai_296,1,152,6,25.33,4.64,0.5724,37,16,19,3,0.2434,0.1053,2,0.0541,7,,0.0
human_297,0,170,5,34.0,4.39,0.5941,33,22,12,12,0.1941,0.1294,0,0.0,14,as a,3.832939935272063
ai_298,1,202,7,28.86,4.77,0.4752,60,24,14,4,0.297,0.1188,1,0.0167,13,,0.0
human_299,0,74,5,14.8,4.04,0.6892,15,10,6,2,0.2027,0.1351,0,0.0,4,,0.0
ai_300,1,177,8,22.12,4.41,0.5141,44,26,13,6,0.2486,0.1469,2,0.0455,9,,0.0
human_301,0,67,5,13.4,4.06,0.7164,11,16,1,2,0.1642,0.2388,1,0.0909,2,,0.0
ai_302,1,240,11,21.82,4.56,0.4208,61,34,12,5,0.2542,0.1417,1,0.0164,12,bank account,4.520596960457528
human_303,0,202,8,25.25,4.83,0.599,42,31,17,14,0.2079,0.1535,0,0.0,5,,0.0
ai_304,1,276,18,15.33,4.42,0.3442,96,37,10,2,0.3478,0.1341,1,0.0104,24,field enter,5.5287986044231605
human_305,0,308,15,20.53,4.15,0.4481,81,26,15,5,0.263,0.0844,1,0.0123,11,security deposit,5.686515735298467
ai_306,1,239,10,23.9,5.18,0.4603,72,35,10,7,0.3013,0.1464,0,0.0,22,security deposit,5.321953351932398
human_307,0,88,6,14.67,4.9,0.7841,21,12,7,5,0.2386,0.1364,0,0.0,4,,0.0
ai_308,1,264,11,24.0,5.0,0.4697,77,28,31,4,0.2917,0.1061,0,0.0,10,motley fool,5.727941154537242
ai_309,1,84,2,42.0,4.57,0.5833,23,12,2,3,0.2738,0.1429,0,0.0,1,,0.0
human_310,0,108,6,18.0,3.94,0.5648,21,11,8,3,0.1944,0.1019,0,0.0,6,the company,3.738560674531738
ai_311,1,220,9,24.44,4.98,0.4909,57,35,20,3,0.2591,0.1591,2,0.0351,11,the company,2.550893170147296
human_312,0,284,15,18.93,4.58,0.5,88,37,16,21,0.3099,0.1303,0,0.0,28,doing business,5.8329079012901195
ai_313,1,197,8,24.62,4.61,0.4518,59,18,18,6,0.2995,0.0914,0,0.0,19,credit rating,4.82203887273994
human_314,0,175,9,19.44,3.88,0.5029,27,34,10,15,0.1543,0.1943,2,0.0741,1,the price,3.611481821260979
ai_315,1,199,6,33.17,4.15,0.4724,49,26,6,7,0.2462,0.1307,1,0.0204,6,,0.0
human_316,0,91,4,22.75,4.23,0.6813,27,12,4,0,0.2967,0.1319,0,0.0,4,,0.0
ai_317,1,265,10,26.5,4.66,0.4453,65,40,28,7,0.2453,0.1509,1,0.0154,7,5 year,5.733374884655308
human_318,0,77,4,19.25,3.75,0.6494,8,18,3,8,0.1039,0.2338,3,0.375,2,,0.0
ai_319,1,196,6,32.67,4.28,0.4745,40,24,24,12,0.2041,0.1224,0,0.0,11,off your,3.8996233500097146
ai_320,1,169,6,28.17,4.29,0.5089,34,27,19,10,0.2012,0.1598,0,0.0,9,your balance,3.8244789490644524
human_321,0,359,16,22.44,4.33,0.4039,103,39,19,13,0.2869,0.1086,2,0.0194,18,schedule se,5.684509368324242
ai_322,1,230,10,23.0,4.72,0.4043,91,24,15,6,0.3957,0.1043,0,0.0,28,employment taxes,4.26681381307065
ai_323,1,169,7,24.14,4.76,0.5858,44,19,15,8,0.2604,0.1124,0,0.0,8,,0.0
human_324,0,658,20,32.9,4.28,0.462,146,95,48,25,0.2219,0.1444,5,0.0342,22,of the,3.1546846215192037
ai_325,1,182,6,30.33,4.76,0.522,43,21,23,9,0.2363,0.1154,0,0.0,6,of the,2.667746486759237
ai_326,1,232,9,25.78,4.95,0.4569,50,31,33,8,0.2155,0.1336,1,0.02,8,it 's,5.2792504481179305
human_327,0,60,3,20.0,4.78,0.8,18,8,5,4,0.3,0.1333,0,0.0,5,,0.0
ai_328,1,316,10,31.6,4.55,0.3734,72,42,50,10,0.2278,0.1329,0,0.0,16,non tax,5.500998555909323
human_329,0,262,21,12.48,4.4,0.5725,74,37,11,20,0.2824,0.1412,1,0.0135,13,,0.0
ai_330,1,304,12,25.33,4.33,0.4145,85,46,25,11,0.2796,0.1513,0,0.0,5,credit report,3.667718542693064
ai_331,1,216,11,19.64,4.42,0.5463,61,33,21,10,0.2824,0.1528,0,0.0,5,credit score,3.854691559128958
human_332,0,71,4,17.75,3.85,0.7746,20,7,8,3,0.2817,0.0986,0,0.0,4,,0.0
ai_333,1,352,4,88.0,4.24,0.4602,71,60,33,19,0.2017,0.1705,0,0.0,10,the car,3.6391075815534886
human_334,0,667,47,14.19,4.56,0.4303,163,101,45,45,0.2444,0.1514,3,0.0184,41,million dollars,7.061779440410545
ai_335,1,226,12,18.83,5.23,0.4912,52,43,26,6,0.2301,0.1903,0,0.0,10,,0.0
human_336,0,98,5,19.6,4.59,0.6939,26,10,8,6,0.2653,0.102,0,0.0,1,,0.0
ai_337,1,186,8,23.25,4.91,0.5376,52,27,19,3,0.2796,0.1452,0,0.0,6,,0.0
human_338,0,136,6,22.67,4.13,0.7279,24,22,14,6,0.1765,0.1618,0,0.0,4,,0.0
ai_339,1,237,7,33.86,4.59,0.4557,55,27,38,5,0.2321,0.1139,0,0.0,11,health insurance,5.309880947713521
human_340,0,349,14,24.93,4.32,0.4986,64,48,25,25,0.1834,0.1375,0,0.0,8,,0.0
ai_341,1,220,10,22.0,4.37,0.4455,65,26,12,4,0.2955,0.1182,0,0.0,10,your self,4.202969866726989
human_342,0,235,22,10.68,4.02,0.5191,62,32,20,8,0.2638,0.1362,6,0.0968,7,,0.0
ai_343,1,267,11,24.27,4.81,0.4944,68,37,37,5,0.2547,0.1386,2,0.0294,16,real estate,4.896184426431606
human_344,0,319,16,19.94,4.15,0.5737,77,36,29,15,0.2414,0.1129,2,0.026,8,,0.0
ai_345,1,416,18,23.11,4.89,0.4231,130,52,44,11,0.3125,0.125,2,0.0154,25,real estate,5.2444802914106
ai_346,1,421,20,21.05,4.87,0.4489,126,54,51,13,0.2993,0.1283,1,0.0079,31,potential for,5.551182327024357
human_347,0,286,20,14.3,3.95,0.5559,64,49,17,13,0.2238,0.1713,4,0.0625,7,,0.0
ai_348,1,268,13,20.62,5.15,0.4515,82,40,31,4,0.306,0.1493,1,0.0122,16,student loans,5.001093121336593
human_349,0,171,7,24.43,4.21,0.5205,37,21,12,18,0.2164,0.1228,3,0.0811,5,,0.0
ai_350,1,202,7,28.86,5.04,0.5495,54,22,23,8,0.2673,0.1089,0,0.0,13,of the,3.720512828517122
ai_351,1,138,7,19.71,5.07,0.6304,38,20,11,6,0.2754,0.1449,0,0.0,8,,0.0
human_352,0,134,5,26.8,4.66,0.6269,20,26,3,6,0.1493,0.194,1,0.05,4,,0.0
ai_353,1,202,8,25.25,5.28,0.4554,53,24,28,5,0.2624,0.1188,0,0.0,16,the cost,3.3725895250968145
human_354,0,345,12,28.75,4.4,0.4638,84,43,22,15,0.2435,0.1246,2,0.0238,12,the warrant,2.8496778479078086
ai_355,1,267,10,26.7,4.79,0.4569,85,34,11,9,0.3184,0.1273,5,0.0588,15,the holder,3.2081284327463457
human_356,0,232,10,23.2,4.42,0.6034,48,34,15,17,0.2069,0.1466,0,0.0,5,,0.0
ai_357,1,184,8,23.0,4.55,0.5217,44,23,16,4,0.2391,0.125,0,0.0,8,,0.0
ai_358,1,139,7,19.86,5.35,0.5899,46,12,15,5,0.3309,0.0863,0,0.0,11,ach transactions,4.129357688668845
human_359,0,316,10,31.6,4.35,0.4968,84,38,16,16,0.2658,0.1203,1,0.0119,7,the ira,3.0282455587741914
ai_360,1,270,12,22.5,4.45,0.4,65,45,12,5,0.2407,0.1667,0,0.0,8,an ira,3.7602407366576753
ai_361,1,241,11,21.91,4.51,0.5228,67,37,20,3,0.278,0.1535,9,0.1343,6,,0.0
human_362,0,86,4,21.5,4.48,0.6977,12,12,6,7,0.1395,0.1395,0,0.0,1,,0.0
ai_363,1,378,15,25.2,4.2,0.3413,86,51,21,14,0.2275,0.1349,0,0.0,13,cashier 's,5.244136040286119
human_364,0,304,10,30.4,4.29,0.5362,73,34,30,7,0.2401,0.1118,0,0.0,10,,0.0
ai_365,1,222,11,20.18,5.02,0.518,65,34,27,5,0.2928,0.1532,0,0.0,13,,0.0
ai_366,1,228,12,19.0,4.72,0.3947,80,25,18,4,0.3509,0.1096,1,0.0125,11,yahoo finance,5.031876618980965
human_367,0,220,7,31.43,4.73,0.6727,52,20,29,19,0.2364,0.0909,0,0.0,10,,0.0
ai_368,1,269,12,22.42,4.75,0.4833,81,39,28,10,0.3011,0.145,2,0.0247,13,of the,3.1508361160992524
human_369,0,323,15,21.53,4.36,0.517,73,44,26,15,0.226,0.1362,2,0.0274,17,,0.0
ai_370,1,228,12,19.0,4.97,0.4474,66,42,20,3,0.2895,0.1842,1,0.0152,17,spending and,3.776221743512768
human_371,0,71,4,17.75,4.58,0.8169,18,8,5,6,0.2535,0.1127,0,0.0,1,,0.0
ai_372,1,221,9,24.56,4.49,0.4253,53,21,20,5,0.2398,0.095,0,0.0,7,value of,4.9870904832006
human_373,0,209,7,29.86,4.92,0.5215,66,25,23,8,0.3158,0.1196,3,0.0455,6,risk free,5.129316045299517
ai_374,1,253,9,28.11,4.87,0.4269,90,23,15,9,0.3557,0.0909,0,0.0,28,reference obligation,5.181352303831099
ai_375,1,250,14,17.86,5.13,0.496,72,38,24,1,0.288,0.152,1,0.0139,22,investing club,4.327710447481368
human_376,0,69,3,23.0,4.67,0.8696,13,12,10,6,0.1884,0.1739,2,0.1538,1,,0.0
ai_377,1,101,5,20.2,4.9,0.604,31,9,11,1,0.3069,0.0891,0,0.0,2,,0.0
human_378,0,437,25,17.48,4.01,0.4096,136,62,11,13,0.3112,0.1419,25,0.1838,20,put option,4.074354896083178
ai_379,1,241,7,34.43,4.5,0.3361,80,27,18,1,0.332,0.112,17,0.2125,17,option with,4.748963075409092
ai_380,1,318,12,26.5,4.12,0.327,99,30,9,5,0.3113,0.0943,20,0.202,10,option with,5.732464379708148
human_381,0,161,10,16.1,3.85,0.6522,40,20,15,5,0.2484,0.1242,0,0.0,1,,0.0
ai_382,1,193,6,32.17,4.64,0.4922,61,23,9,6,0.3161,0.1192,1,0.0164,8,,0.0
ai_383,1,178,6,29.67,4.8,0.4775,60,23,9,9,0.3371,0.1292,0,0.0,4,wash sale,4.4838613118497985
human_384,0,60,4,15.0,4.73,0.8833,14,11,5,7,0.2333,0.1833,0,0.0,1,,0.0
ai_385,1,222,9,24.67,4.88,0.455,67,28,13,8,0.3018,0.1261,0,0.0,7,,0.0
human_386,0,99,7,14.14,4.02,0.6768,20,13,5,2,0.202,0.1313,0,0.0,1,,0.0
ai_387,1,326,12,27.17,4.85,0.4663,93,39,33,5,0.2853,0.1196,5,0.0538,14,direct deposit,6.0312323056589765
human_388,0,62,4,15.5,4.98,0.7419,15,15,5,3,0.2419,0.2419,0,0.0,1,,0.0
ai_389,1,254,9,28.22,4.47,0.3858,66,36,16,3,0.2598,0.1417,2,0.0303,26,your investment,4.172374100828016
human_390,0,71,6,11.83,4.7,0.8451,13,10,8,5,0.1831,0.1408,1,0.0769,3,,0.0
ai_391,1,100,4,25.0,4.19,0.55,20,11,10,5,0.2,0.11,0,0.0,4,,0.0
human_392,0,133,10,13.3,3.86,0.6316,32,12,5,2,0.2406,0.0902,0,0.0,5,,0.0
ai_393,1,320,14,22.86,4.38,0.4031,83,50,19,7,0.2594,0.1562,5,0.0602,12,in laws,4.741481075288699
ai_394,1,187,7,26.71,4.41,0.4064,48,31,13,1,0.2567,0.1658,2,0.0417,9,,0.0
human_395,0,86,4,21.5,4.48,0.6395,17,13,6,5,0.1977,0.1512,0,0.0,3,,0.0
ai_396,1,185,9,20.56,4.97,0.5459,62,21,13,8,0.3351,0.1135,1,0.0161,4,,0.0
human_397,0,357,23,15.52,4.43,0.549,95,35,24,21,0.2661,0.098,3,0.0316,13,the company,3.697230735200995
ai_398,1,221,9,24.56,4.87,0.4706,62,27,25,9,0.2805,0.1222,0,0.0,20,,0.0
human_399,0,75,3,25.0,4.57,0.8,16,9,6,3,0.2133,0.12,0,0.0,4,,0.0
ai_400,1,163,6,27.17,4.99,0.6319,41,21,22,7,0.2515,0.1288,0,0.0,9,,0.0
human_401,0,277,17,16.29,4.35,0.5415,49,42,19,27,0.1769,0.1516,0,0.0,9,,0.0
ai_402,1,266,10,26.6,4.36,0.5,52,37,31,3,0.1955,0.1391,2,0.0385,14,if you,3.4757538208306618
human_403,0,133,3,44.33,3.75,0.5714,32,20,5,1,0.2406,0.1504,7,0.2188,14,,0.0
ai_404,1,132,5,26.4,3.95,0.5152,21,25,7,3,0.1591,0.1894,0,0.0,1,,0.0
human_405,0,235,9,26.11,4.34,0.5234,79,18,16,8,0.3362,0.0766,0,0.0,8,,0.0
ai_406,1,275,9,30.56,4.56,0.4036,93,26,12,7,0.3382,0.0945,2,0.0215,10,,0.0
ai_407,1,81,2,40.5,4.46,0.7531,26,4,9,2,0.321,0.0494,0,0.0,5,,0.0
human_408,0,61,4,15.25,4.52,0.6885,24,8,1,2,0.3934,0.1311,0,0.0,2,,0.0
ai_409,1,114,5,22.8,4.69,0.5439,39,15,4,1,0.3421,0.1316,1,0.0256,0,,0.0
human_410,0,101,6,16.83,3.45,0.5644,17,11,3,7,0.1683,0.1089,1,0.0588,1,per week,4.350638680841502
ai_411,1,220,7,31.43,4.84,0.3773,62,34,13,6,0.2818,0.1545,6,0.0968,10,savings account,3.618007366005833
human_412,0,325,15,21.67,3.88,0.4277,56,43,17,19,0.1723,0.1323,10,0.1786,5,$ 210,4.26127897169667
ai_413,1,213,8,26.62,4.65,0.507,50,23,18,11,0.2347,0.108,0,0.0,2,the price,3.1565362851673213
human_414,0,298,19,15.68,4.36,0.4899,52,41,25,22,0.1745,0.1376,3,0.0577,8,the company,3.791058512847451
ai_415,1,136,6,22.67,4.99,0.5074,37,19,15,6,0.2721,0.1397,0,0.0,9,,0.0
ai_416,1,196,7,28.0,4.37,0.5051,52,24,26,5,0.2653,0.1224,0,0.0,6,credit card,5.037126873759649
human_417,0,129,6,21.5,4.39,0.5969,37,14,16,5,0.2868,0.1085,0,0.0,4,,0.0
ai_418,1,298,13,22.92,4.77,0.4497,81,41,27,7,0.2718,0.1376,2,0.0247,26,united states,5.416662998065953
human_419,0,123,8,15.38,4.23,0.6667,21,13,13,7,0.1707,0.1057,0,0.0,1,,0.0
ai_420,1,226,8,28.25,4.48,0.4602,77,18,22,4,0.3407,0.0796,0,0.0,9,stock index,3.9785798270583883
ai_421,1,189,9,21.0,4.78,0.5132,62,21,14,8,0.328,0.1111,0,0.0,7,a stock,3.762541074706904
human_422,0,291,12,24.25,4.35,0.5773,74,33,27,22,0.2543,0.1134,0,0.0,9,,0.0
ai_423,1,187,8,23.38,5.19,0.5561,50,17,31,14,0.2674,0.0909,0,0.0,8,mutual funds,5.232702013779879
ai_424,1,125,5,25.0,5.3,0.632,33,15,18,9,0.264,0.12,0,0.0,5,,0.0
ai_425,1,62,1,62.0,4.48,0.5161,16,5,9,0,0.2581,0.0806,0,0.0,1,,0.0
human_426,0,62,3,20.67,3.66,0.7742,10,6,7,6,0.1613,0.0968,0,0.0,2,,0.0
ai_427,1,87,4,21.75,5.59,0.6667,20,11,12,3,0.2299,0.1264,0,0.0,10,,0.0
ai_428,1,272,10,27.2,4.81,0.4044,99,34,14,8,0.364,0.125,0,0.0,20,isin for,4.659817233870701
human_429,0,134,8,16.75,4.87,0.6642,40,14,11,12,0.2985,0.1045,0,0.0,6,,0.0
ai_430,1,209,7,29.86,4.97,0.4354,84,18,17,2,0.4019,0.0861,1,0.0119,9,treasury notes,4.2224254496909985
human_431,0,105,6,17.5,4.48,0.7619,21,15,9,9,0.2,0.1429,1,0.0476,3,,0.0
ai_432,1,248,12,20.67,5.3,0.4758,73,29,18,6,0.2944,0.1169,1,0.0137,23,offer chargeback,5.152670467131469
human_433,0,277,16,17.31,4.22,0.5776,72,22,26,18,0.2599,0.0794,1,0.0139,8,dark pool,5.118959875320208
ai_434,1,182,7,26.0,4.96,0.5495,50,18,26,6,0.2747,0.0989,0,0.0,9,,0.0
ai_435,1,229,9,25.44,4.84,0.4716,60,26,32,4,0.262,0.1135,2,0.0333,4,dark pools,4.675592560586834
ai_436,1,177,7,25.29,4.41,0.4294,54,19,6,2,0.3051,0.1073,3,0.0556,13,settlement date,4.11320940214399
human_437,0,136,8,17.0,4.62,0.6691,35,25,11,6,0.2574,0.1838,2,0.0571,6,,0.0
ai_438,1,227,8,28.38,4.81,0.4537,64,38,20,6,0.2819,0.1674,2,0.0312,13,authorized shares,4.832918012166642
human_439,0,104,6,17.33,5.74,0.7981,28,13,6,4,0.2692,0.125,1,0.0357,1,,0.0
ai_440,1,318,12,26.5,4.58,0.4245,91,37,23,8,0.2862,0.1164,8,0.0879,19,of the,2.7324643797081474
human_441,0,176,9,19.56,4.26,0.5739,46,16,13,13,0.2614,0.0909,2,0.0435,7,,0.0
ai_442,1,178,8,22.25,4.98,0.4831,49,17,21,4,0.2753,0.0955,0,0.0,13,total equity,5.161933216962436
human_443,0,543,25,21.72,4.32,0.4199,110,70,38,43,0.2026,0.1289,6,0.0545,18,in the,3.110187810754935
ai_444,1,269,12,22.42,4.35,0.4424,38,57,23,5,0.1413,0.2119,0,0.0,6,that you,3.64387612737937
human_445,0,145,7,20.71,4.56,0.6069,37,21,6,10,0.2552,0.1448,2,0.0541,5,,0.0
ai_446,1,282,13,21.69,4.81,0.4291,79,27,31,18,0.2801,0.0957,0,0.0,10,it 's,5.822748289689298
human_447,0,127,7,18.14,3.87,0.6929,20,20,14,6,0.1575,0.1575,0,0.0,4,,0.0
ai_448,1,251,9,27.89,4.22,0.4422,72,21,24,5,0.2869,0.0837,0,0.0,9,,0.0
human_449,0,569,25,22.76,4.6,0.4587,143,77,54,36,0.2513,0.1353,5,0.035,16,in the,3.499470736495928
ai_450,1,190,9,21.11,4.63,0.5632,50,24,14,7,0.2632,0.1263,1,0.02,10,,0.0
ai_451,1,118,6,19.67,5.25,0.678,41,12,19,2,0.3475,0.1017,0,0.0,6,,0.0
ai_452,1,252,13,19.38,5.1,0.5119,63,36,35,12,0.25,0.1429,3,0.0476,7,exotic currencies,4.112651573465657
human_453,0,181,7,25.86,3.88,0.4972,29,15,7,9,0.1602,0.0829,0,0.0,8,,0.0
ai_454,1,193,9,21.44,4.48,0.4974,57,27,11,7,0.2953,0.1399,3,0.0526,8,credit card,4.407306495872609
human_455,0,108,7,15.43,4.62,0.7407,23,19,3,5,0.213,0.1759,0,0.0,4,,0.0
ai_456,1,247,11,22.45,5.05,0.4899,62,33,39,4,0.251,0.1336,1,0.0161,21,online trading,5.146865035772511
human_457,0,89,5,17.8,6.26,0.6854,37,9,2,2,0.4157,0.1011,0,0.0,2,,0.0
ai_458,1,97,4,24.25,4.61,0.5567,23,16,7,1,0.2371,0.1649,0,0.0,1,,0.0
human_459,0,571,27,21.15,4.35,0.4011,122,87,36,33,0.2137,0.1524,5,0.041,14,interest rates,5.5749132609524255
ai_460,1,172,7,24.57,4.84,0.4942,48,21,18,7,0.2791,0.1221,0,0.0,5,it is,4.8497144937971415
ai_461,1,214,9,23.78,4.69,0.4953,71,30,20,5,0.3318,0.1402,10,0.1408,4,,0.0
human_462,0,185,12,15.42,4.62,0.6108,48,30,13,10,0.2595,0.1622,0,0.0,10,,0.0
ai_463,1,230,8,28.75,5.3,0.4739,66,27,15,14,0.287,0.1174,0,0.0,18,network marketing,4.459458891013046
human_464,0,170,7,24.29,4.05,0.5588,37,15,9,16,0.2176,0.0882,0,0.0,4,student loans,4.832939935272063
ai_465,1,231,10,23.1,4.69,0.4719,57,31,24,9,0.2468,0.1342,0,0.0,8,,0.0
human_466,0,113,5,22.6,4.71,0.6195,39,13,11,2,0.3451,0.115,3,0.0769,6,,0.0
ai_467,1,274,10,27.4,5.29,0.4416,83,38,21,9,0.3029,0.1387,0,0.0,30,capital gains,5.2959521029435965
ai_468,1,222,8,27.75,5.09,0.509,70,30,20,8,0.3153,0.1351,0,0.0,18,capital gains,4.993574251251176
human_469,0,243,8,30.38,4.3,0.5926,72,24,15,17,0.2963,0.0988,3,0.0417,12,,0.0
ai_470,1,230,9,25.56,4.59,0.4217,76,29,11,7,0.3304,0.1261,0,0.0,6,in euros,4.459458891013046
human_471,0,164,9,18.22,4.41,0.6402,44,16,18,11,0.2683,0.0976,0,0.0,9,,0.0
ai_472,1,279,16,17.44,4.82,0.491,74,53,26,5,0.2652,0.19,4,0.0541,15,,0.0
human_473,0,296,19,15.58,4.33,0.5034,94,40,14,7,0.3176,0.1351,1,0.0106,11,post office,5.62937308628754
ai_474,1,206,10,20.6,4.65,0.5631,51,26,20,6,0.2476,0.1262,0,0.0,6,you should,3.9930812367198985
human_475,0,93,9,10.33,4.23,0.7312,27,13,7,1,0.2903,0.1398,0,0.0,2,,0.0
